2026-07-23 23:54:31,254 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,495 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,499 | PUT http://testserver/urls/o6pOG8 | UA: testclient | IP: testclient
2026-07-24 02:15:03,501 | GET http://testserver/redirect?code=o6pOG8 | UA: testclient | IP: testclient
2026-07-24 02:15:03,505 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,507 | PUT http://testserver/urls/61fsBu | UA: testclient | IP: testclient
2026-07-24 02:15:03,511 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,513 | PUT http://testserver/urls/Q2Da4N | UA: testclient | IP: testclient
2026-07-24 02:15:03,516 | PUT http://testserver/urls/nonexistent123 | UA: testclient | IP: testclient
2026-07-24 02:15:03,519 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,524 | DELETE http://testserver/urls/vka1aq | UA: testclient | IP: testclient
2026-07-24 02:15:03,526 | PUT http://testserver/urls/vka1aq | UA: testclient | IP: testclient
2026-07-24 02:15:03,530 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,532 | PUT http://testserver/urls/0HMsX6 | UA: testclient | IP: testclient
2026-07-24 02:15:03,539 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,541 | GET http://testserver/redirect?code=ZNuGtK | UA: testclient | IP: testclient
2026-07-24 02:15:03,543 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,547 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,549 | PUT http://testserver/urls/q2f0tC | UA: testclient | IP: testclient
2026-07-24 02:15:03,553 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:03,726 | PUT http://testserver/urls/uXwUN2 | UA: testclient | IP: testclient
2026-07-24 02:15:03,728 | GET http://testserver/redirect?code=uXwUN2 | UA: testclient | IP: testclient
2026-07-24 02:15:03,902 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:04,072 | GET http://testserver/redirect?code=Ao0Vtd&password=secret1 | UA: testclient | IP: testclient
2026-07-24 02:15:04,244 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:04,415 | GET http://testserver/redirect?code=vJfF6Q&password=wrongpass | UA: testclient | IP: testclient
2026-07-24 02:15:04,587 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:04,590 | DELETE http://testserver/urls/MfFC8W | UA: testclient | IP: testclient
2026-07-24 02:15:04,592 | GET http://testserver/redirect?code=MfFC8W | UA: testclient | IP: testclient
2026-07-24 02:15:04,764 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:04,767 | GET http://testserver/redirect?code=qGejeY | UA: testclient | IP: testclient
2026-07-24 02:15:04,771 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:04,774 | GET http://testserver/redirect?code=jkmINB | UA: testclient | IP: testclient
2026-07-24 02:15:04,945 | PUT http://testserver/urls/jkmINB | UA: testclient | IP: testclient
2026-07-24 02:15:04,947 | GET http://testserver/redirect?code=jkmINB | UA: testclient | IP: testclient
2026-07-24 02:15:05,120 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,122 | GET http://testserver/redirect?code=ViKtzs | UA: testclient | IP: testclient
2026-07-24 02:15:05,125 | PUT http://testserver/urls/ViKtzs | UA: testclient | IP: testclient
2026-07-24 02:15:05,128 | GET http://testserver/redirect?code=ViKtzs | UA: testclient | IP: testclient
2026-07-24 02:15:05,131 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,133 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,136 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,138 | GET http://testserver/redirect | UA: testclient | IP: testclient
2026-07-24 02:15:05,141 | GET http://testserver/redirect?code= | UA: testclient | IP: testclient
2026-07-24 02:15:05,146 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,149 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,151 | GET http://testserver/redirect?code=TMuY2H | UA: testclient | IP: testclient
2026-07-24 02:15:05,153 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,157 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,160 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,169 | GET http://testserver/urls?size=1000 | UA: testclient | IP: testclient
2026-07-24 02:15:05,343 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,347 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,351 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,354 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,357 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,360 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,363 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,366 | GET http://testserver/urls?page=1&size=2 | UA: testclient | IP: testclient
2026-07-24 02:15:05,370 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,373 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,376 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,380 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,383 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,386 | GET http://testserver/urls?page=1&size=2 | UA: testclient | IP: testclient
2026-07-24 02:15:05,390 | GET http://testserver/urls?page=2&size=2 | UA: testclient | IP: testclient
2026-07-24 02:15:05,393 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,397 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,400 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,403 | GET http://testserver/urls?page=1&size=1 | UA: testclient | IP: testclient
2026-07-24 02:15:05,407 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,409 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:15:05,411 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:15:05,414 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:15:05,416 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:15:05,418 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:15:05,421 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,424 | GET http://testserver/redirect?code=MMxZTq | UA: testclient | IP: testclient
2026-07-24 02:15:05,427 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,430 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,432 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,433 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,437 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,439 | DELETE http://testserver/urls/this-code-does-not-exist-at-all | UA: testclient | IP: testclient
2026-07-24 02:15:05,441 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,444 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,448 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,449 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,451 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,453 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,455 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,457 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:15:05,459 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:15:05,463 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:15:05,465 | GET http://testserver/redirect?code=ETr9yz | UA: testclient | IP: testclient
2026-07-24 02:43:23,541 | POST http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 02:43:27,655 | GET http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 02:51:15,933 | GET http://127.0.0.1:8899/health | UA: curl/8.7.1 | IP: 127.0.0.1
2026-07-24 02:51:15,959 | POST http://127.0.0.1:8899/shorten | UA: curl/8.7.1 | IP: 127.0.0.1
2026-07-24 02:51:56,542 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,546 | GET http://testserver/redirect?code=uxRQXR | UA: testclient | IP: testclient
2026-07-24 02:51:56,552 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,555 | DELETE http://testserver/urls/pusrym | UA: testclient | IP: testclient
2026-07-24 02:51:56,557 | GET http://testserver/redirect?code=pusrym | UA: testclient | IP: testclient
2026-07-24 02:51:56,560 | DELETE http://testserver/urls/nonexistent123 | UA: testclient | IP: testclient
2026-07-24 02:51:56,563 | GET http://testserver/redirect?code=nonexistent123 | UA: testclient | IP: testclient
2026-07-24 02:51:56,568 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,571 | GET http://testserver/redirect?code=BVmM5f | UA: testclient | IP: testclient
2026-07-24 02:51:56,573 | GET http://testserver/redirect?code=BVmM5f | UA: testclient | IP: testclient
2026-07-24 02:51:56,578 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,580 | GET http://testserver/redirect?code=eTJl9R | UA: testclient | IP: testclient
2026-07-24 02:51:56,584 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,587 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,590 | GET http://testserver/redirect?code=X00ZAJ | UA: testclient | IP: testclient
2026-07-24 02:51:56,592 | GET http://testserver/redirect?code=U824Pf | UA: testclient | IP: testclient
2026-07-24 02:51:56,595 | GET http://testserver/redirect?code=X00ZAJ | UA: testclient | IP: testclient
2026-07-24 02:51:56,599 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,602 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,606 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,609 | DELETE http://testserver/urls/Bpxp19 | UA: testclient | IP: testclient
2026-07-24 02:51:56,611 | GET http://testserver/redirect?code=Bpxp19 | UA: testclient | IP: testclient
2026-07-24 02:51:56,615 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,619 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,621 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,625 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,628 | DELETE http://testserver/urls/9VMlqY | UA: testclient | IP: testclient
2026-07-24 02:51:56,630 | GET http://testserver/redirect?code=9VMlqY | UA: testclient | IP: testclient
2026-07-24 02:51:56,634 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,636 | DELETE http://testserver/urls/anT3EO | UA: testclient | IP: testclient
2026-07-24 02:51:56,639 | GET http://testserver/redirect?code=anT3EO | UA: testclient | IP: testclient
2026-07-24 02:51:56,643 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,644 | DELETE http://testserver/urls/aeam0I | UA: testclient | IP: testclient
2026-07-24 02:51:56,648 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,651 | DELETE http://testserver/urls/V9Pyxr | UA: testclient | IP: testclient
2026-07-24 02:51:56,654 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,656 | GET http://testserver/redirect?code=GH5W5C | UA: testclient | IP: testclient
2026-07-24 02:51:56,661 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,664 | GET http://testserver/redirect?code=jE6IDr | UA: testclient | IP: testclient
2026-07-24 02:51:56,667 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,670 | GET http://testserver/redirect?code=aRraP0 | UA: testclient | IP: testclient
2026-07-24 02:51:56,672 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,676 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,679 | GET http://testserver/redirect?code=14BQhG | UA: testclient | IP: testclient
2026-07-24 02:51:56,682 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,685 | GET http://testserver/redirect?code=my-article-1e496f0f | UA: testclient | IP: testclient
2026-07-24 02:51:56,689 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,691 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,696 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,699 | DELETE http://testserver/urls/dead-67813697 | UA: testclient | IP: testclient
2026-07-24 02:51:56,701 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,705 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,712 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,715 | GET http://testserver/redirect?code=wOaIPj | UA: testclient | IP: testclient
2026-07-24 02:51:56,717 | GET http://testserver/redirect?code=skNaHg | UA: testclient | IP: testclient
2026-07-24 02:51:56,720 | GET http://testserver/redirect?code=JSH3pb | UA: testclient | IP: testclient
2026-07-24 02:51:56,724 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,728 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,731 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,734 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,737 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,741 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,744 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,746 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,749 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,753 | POST http://testserver/shorten/batch | UA: testclient | IP: testclient
2026-07-24 02:51:56,757 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,761 | PUT http://testserver/urls/a0PS7y | UA: testclient | IP: testclient
2026-07-24 02:51:56,763 | GET http://testserver/redirect?code=a0PS7y | UA: testclient | IP: testclient
2026-07-24 02:51:56,768 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,771 | PUT http://testserver/urls/LvmS2o | UA: testclient | IP: testclient
2026-07-24 02:51:56,775 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,778 | PUT http://testserver/urls/wq5hNo | UA: testclient | IP: testclient
2026-07-24 02:51:56,780 | GET http://testserver/redirect?code=wq5hNo | UA: testclient | IP: testclient
2026-07-24 02:51:56,784 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,786 | GET http://testserver/redirect?code=toj2Me | UA: testclient | IP: testclient
2026-07-24 02:51:56,789 | PUT http://testserver/urls/toj2Me | UA: testclient | IP: testclient
2026-07-24 02:51:56,791 | GET http://testserver/redirect?code=toj2Me | UA: testclient | IP: testclient
2026-07-24 02:51:56,796 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,800 | PUT http://testserver/urls/r5y0Bk | UA: testclient | IP: testclient
2026-07-24 02:51:56,802 | GET http://testserver/redirect?code=r5y0Bk | UA: testclient | IP: testclient
2026-07-24 02:51:56,806 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,808 | PUT http://testserver/urls/gHn8Gz | UA: testclient | IP: testclient
2026-07-24 02:51:56,813 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,814 | PUT http://testserver/urls/lwamfV | UA: testclient | IP: testclient
2026-07-24 02:51:56,817 | PUT http://testserver/urls/nonexistent123 | UA: testclient | IP: testclient
2026-07-24 02:51:56,821 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,823 | DELETE http://testserver/urls/l5n3dp | UA: testclient | IP: testclient
2026-07-24 02:51:56,826 | PUT http://testserver/urls/l5n3dp | UA: testclient | IP: testclient
2026-07-24 02:51:56,830 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,832 | PUT http://testserver/urls/a31hXf | UA: testclient | IP: testclient
2026-07-24 02:51:56,836 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,838 | GET http://testserver/redirect?code=6gv9nq | UA: testclient | IP: testclient
2026-07-24 02:51:56,840 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,844 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:56,847 | PUT http://testserver/urls/d0m8gC | UA: testclient | IP: testclient
2026-07-24 02:51:56,851 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:57,025 | PUT http://testserver/urls/6up2Rb | UA: testclient | IP: testclient
2026-07-24 02:51:57,028 | GET http://testserver/redirect?code=6up2Rb | UA: testclient | IP: testclient
2026-07-24 02:51:57,200 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:57,369 | GET http://testserver/redirect?code=8gKIQ5&password=secret1 | UA: testclient | IP: testclient
2026-07-24 02:51:57,540 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:57,708 | GET http://testserver/redirect?code=oxVj5Z&password=wrongpass | UA: testclient | IP: testclient
2026-07-24 02:51:57,892 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:57,897 | DELETE http://testserver/urls/kaGd9Q | UA: testclient | IP: testclient
2026-07-24 02:51:57,900 | GET http://testserver/redirect?code=kaGd9Q | UA: testclient | IP: testclient
2026-07-24 02:51:58,074 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,076 | GET http://testserver/redirect?code=T2eSTC | UA: testclient | IP: testclient
2026-07-24 02:51:58,082 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,085 | GET http://testserver/redirect?code=O2cj7v | UA: testclient | IP: testclient
2026-07-24 02:51:58,255 | PUT http://testserver/urls/O2cj7v | UA: testclient | IP: testclient
2026-07-24 02:51:58,257 | GET http://testserver/redirect?code=O2cj7v | UA: testclient | IP: testclient
2026-07-24 02:51:58,429 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,432 | GET http://testserver/redirect?code=DnX4cg | UA: testclient | IP: testclient
2026-07-24 02:51:58,435 | PUT http://testserver/urls/DnX4cg | UA: testclient | IP: testclient
2026-07-24 02:51:58,437 | GET http://testserver/redirect?code=DnX4cg | UA: testclient | IP: testclient
2026-07-24 02:51:58,440 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,442 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,445 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,447 | GET http://testserver/redirect | UA: testclient | IP: testclient
2026-07-24 02:51:58,450 | GET http://testserver/redirect?code= | UA: testclient | IP: testclient
2026-07-24 02:51:58,454 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,458 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,460 | GET http://testserver/redirect?code=mDgjd8 | UA: testclient | IP: testclient
2026-07-24 02:51:58,462 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,466 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,469 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,479 | GET http://testserver/urls?size=1000 | UA: testclient | IP: testclient
2026-07-24 02:51:58,669 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,673 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,677 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,681 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,684 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,687 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,690 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,693 | GET http://testserver/urls?page=1&size=2 | UA: testclient | IP: testclient
2026-07-24 02:51:58,697 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,700 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,703 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,706 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,709 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,713 | GET http://testserver/urls?page=1&size=2 | UA: testclient | IP: testclient
2026-07-24 02:51:58,716 | GET http://testserver/urls?page=2&size=2 | UA: testclient | IP: testclient
2026-07-24 02:51:58,721 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,724 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,727 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,730 | GET http://testserver/urls?page=1&size=1 | UA: testclient | IP: testclient
2026-07-24 02:51:58,734 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,736 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:51:58,738 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:51:58,740 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:51:58,742 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:51:58,745 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:51:58,749 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,752 | GET http://testserver/redirect?code=jc75YW | UA: testclient | IP: testclient
2026-07-24 02:51:58,755 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,758 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,759 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,761 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,764 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,766 | DELETE http://testserver/urls/this-code-does-not-exist-at-all | UA: testclient | IP: testclient
2026-07-24 02:51:58,769 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,772 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,776 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,777 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,779 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,781 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,783 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,785 | GET http://testserver/health | UA: testclient | IP: testclient
2026-07-24 02:51:58,787 | GET http://testserver/urls | UA: testclient | IP: testclient
2026-07-24 02:51:58,790 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-24 02:51:58,793 | GET http://testserver/redirect?code=0xGV84 | UA: testclient | IP: testclient
2026-07-24 02:54:50,601 | GET http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 02:55:03,579 | GET http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 02:55:05,284 | GET http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 02:55:06,463 | GET http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 02:55:07,837 | GET http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 02:55:09,017 | GET http://127.0.0.1:8000/health | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-24 03:12:30,801 | POST http://127.0.0.1:8000/shorten | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-29 18:59:22,235 | POST http://127.0.0.1:8000/shorten | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-29 18:59:49,691 | GET http://127.0.0.1:8000/redirect?code=7GALQe&password= | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-29 19:04:54,788 | POST http://127.0.0.1:8000/shorten | UA: PostmanRuntime/7.55.1 | IP: 127.0.0.1
2026-07-30 21:54:51,415 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-30 21:54:51,420 | GET http://testserver/redirect?code=yZ5Q7f | UA: testclient | IP: testclient
2026-07-30 21:54:51,422 | GET http://testserver/redirect?code=yZ5Q7f | UA: testclient | IP: testclient
2026-07-30 21:54:51,425 | GET http://testserver/redirect?code=yZ5Q7f | UA: testclient | IP: testclient
2026-07-30 21:55:24,398 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-30 21:55:24,402 | GET http://testserver/redirect?code=5XWrkX | UA: testclient | IP: testclient
2026-07-30 21:55:24,405 | DELETE http://testserver/urls/5XWrkX | UA: testclient | IP: testclient
2026-07-30 21:56:11,944 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-30 21:56:11,948 | GET http://testserver/redirect?code=AvYRAA | UA: testclient | IP: testclient
2026-07-30 21:56:11,950 | GET http://testserver/redirect?code=AvYRAA | UA: testclient | IP: testclient
2026-07-30 21:56:11,952 | GET http://testserver/redirect?code=AvYRAA | UA: testclient | IP: testclient
2026-07-30 21:56:11,981 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-30 21:56:11,984 | GET http://testserver/redirect?code=6el4Qg | UA: testclient | IP: testclient
2026-07-30 21:56:11,988 | DELETE http://testserver/urls/6el4Qg | UA: testclient | IP: testclient
2026-07-30 21:56:11,990 | GET http://testserver/redirect?code=6el4Qg | UA: testclient | IP: testclient
2026-07-30 21:56:11,995 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-30 21:56:11,998 | GET http://testserver/redirect?code=D4SeDy | UA: testclient | IP: testclient
2026-07-30 21:56:12,001 | PUT http://testserver/urls/D4SeDy | UA: testclient | IP: testclient
2026-07-30 21:56:12,003 | GET http://testserver/redirect?code=D4SeDy | UA: testclient | IP: testclient
2026-07-30 21:56:12,009 | POST http://testserver/shorten | UA: testclient | IP: testclient
2026-07-30 21:56:12,011 | GET http://testserver/redirect?code=TijCZn | UA: testclient | IP: testclient
